Rooms,Price,Distance,Bathroom,Car,Landsize,BuildingArea,Propertycount,Build_Age,Type_h,Type_t,Type_u,Method_S,Method_SA,Method_SP,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
3,1225000.0,11.0,1.0,1.0,697.0,132.0,5301.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,660000.0,11.0,1.0,2.0,211.0,81.92271186440678,5301.0,52.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,767000.0,11.0,2.0,1.0,305.0,132.0,5301.0,17.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,810000.0,15.5,2.0,2.0,749.0,180.9,7630.0,33.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2,1480000.0,6.3,1.0,2.0,369.0,167.28109546606595,4836.0,97.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2,821000.0,6.3,2.0,1.0,3093.0,75.0,4836.0,16.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,1520000.0,10.2,3.0,2.0,267.0,190.0,3052.0,10.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,951000.0,21.5,2.0,2.0,553.0,167.28109546606595,2243.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,700000.0,6.4,1.0,0.0,0.0,81.92271186440678,2952.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,614000.0,7.9,1.0,1.0,0.0,81.92271186440678,5682.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1750000.0,7.9,3.0,1.0,790.0,167.28109546606595,5682.0,52.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1360000.0,9.7,2.0,2.0,424.0,167.28109546606595,7809.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1739000.0,9.7,1.0,2.0,638.0,167.28109546606595,7809.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,720000.0,23.2,2.0,2.0,255.0,167.28109546606595,5030.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5,1780000.0,17.3,3.0,2.0,613.0,167.28109546606595,5366.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1611000.0,17.3,2.0,2.0,650.0,167.28109546606595,5366.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1006000.0,8.8,1.0,1.0,758.0,167.28109546606595,790.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1700000.0,11.4,2.0,2.0,673.0,167.28109546606595,6795.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1280000.0,11.4,3.0,2.0,306.0,200.0,6795.0,8.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4,1750000.0,11.4,3.0,2.0,429.0,262.0,6795.0,9.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,1175000.0,13.8,1.0,2.0,700.0,167.28109546606595,10969.0,52.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1290000.0,13.8,1.0,2.0,537.0,167.28109546606595,10969.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,683000.0,35.2,2.0,2.0,670.0,185.0,17093.0,52.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1730000.0,17.3,2.0,2.0,675.0,167.28109546606595,2866.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1100000.0,13.4,1.0,2.0,492.0,124.0,5713.0,65.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1246000.0,13.4,1.0,2.0,702.0,167.28109546606595,4387.0,52.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3,830000.0,16.1,1.0,2.0,905.0,183.0,1390.0,60.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1296000.0,10.5,1.0,2.0,0.0,81.92271186440678,10579.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,2210000.0,10.5,2.0,1.0,396.0,175.0,10579.0,114.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4,2000000.0,10.3,2.0,2.0,619.0,167.28109546606595,6938.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,2150000.0,10.3,1.0,2.0,696.0,167.28109546606595,6938.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1680000.0,10.3,1.0,2.0,605.0,181.0,6938.0,102.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2,890000.0,10.3,1.0,2.0,275.0,106.0,6938.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,616000.0,14.0,1.0,1.0,695.0,167.28109546606595,4294.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,632000.0,14.0,1.0,4.0,697.0,100.0,4294.0,62.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1310000.0,5.2,1.0,1.0,302.0,91.0,11918.0,112.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1615000.0,4.0,1.0,3.0,471.0,167.28109546606595,5533.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1751000.0,10.8,3.0,4.0,646.0,320.0,4480.0,24.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1200000.0,10.8,1.0,3.0,557.0,167.28109546606595,4480.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1580000.0,10.8,2.0,2.0,773.0,167.28109546606595,4480.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,535000.0,45.9,1.0,1.0,4000.0,167.28109546606595,249.0,52.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,685000.0,12.1,2.0,1.0,287.0,152.0,10175.0,32.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,685000.0,12.1,1.0,2.0,557.0,167.28109546606595,10175.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,725000.0,12.1,1.0,2.0,542.0,130.0,10175.0,42.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,505000.0,12.1,1.0,2.0,90.0,90.0,10175.0,27.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4,1300000.0,12.1,2.0,2.0,637.0,167.28109546606595,10175.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1253000.0,12.1,2.0,2.0,760.0,366.0,10175.0,22.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1170000.0,10.4,1.0,3.0,590.0,167.28109546606595,5678.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,1390000.0,10.4,2.0,1.0,627.0,196.0,5678.0,72.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4,1471000.0,10.4,2.0,2.0,797.0,167.28109546606595,5678.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,746000.0,14.7,1.0,2.0,239.0,81.92271186440678,4048.0,52.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3,1650000.0,7.7,2.0,2.0,456.0,167.28109546606595,8920.0,52.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2,881000.0,7.7,2.0,1.0,245.0,81.92271186440678,8920.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,2100000.0,8.4,2.0,4.0,544.0,167.28109546606595,3265.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1370000.0,10.1,1.0,2.0,485.0,167.28109546606595,7822.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,870000.0,14.8,2.0,2.0,463.0,307.0,7719.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,687500.0,31.2,2.0,2.0,216.0,81.92271186440678,1989.0,52.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3,552500.0,34.9,2.0,2.0,779.0,147.0,8060.0,34.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,1070000.0,8.7,1.0,1.0,261.0,167.28109546606595,2379.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,995000.0,11.7,2.0,1.0,402.0,131.0,3582.0,62.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,1310000.0,11.7,2.0,2.0,627.0,167.28109546606595,3582.0,22.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1275000.0,17.9,2.0,2.0,656.0,167.28109546606595,9758.0,62.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1095000.0,17.9,2.0,1.0,637.0,167.28109546606595,9758.0,72.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,640000.0,27.1,2.0,2.0,945.0,167.28109546606595,3789.0,52.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4,1241000.0,17.5,2.0,2.0,625.0,625.0,2727.0,72.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1250000.0,16.7,1.0,1.0,711.0,96.0,5837.0,62.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3,729500.0,16.7,1.0,1.0,270.0,218.0,5837.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,973000.0,3.6,1.0,1.0,163.0,167.28109546606595,2954.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,560000.0,2.0,1.0,1.0,0.0,60.0,4553.0,47.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4,565000.0,20.6,2.0,2.0,482.0,207.0,15510.0,10.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,615000.0,20.6,2.0,2.0,756.0,222.0,15510.0,21.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,548000.0,20.6,2.0,2.0,400.0,171.0,15510.0,12.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,716000.0,20.6,2.0,6.0,1005.0,160.0,15510.0,27.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4,667500.0,20.6,2.0,2.0,448.0,167.28109546606595,15510.0,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,555000.0,34.7,2.0,2.0,581.0,167.28109546606595,7680.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3,730000.0,23.0,2.0,2.0,269.0,150.0,11925.0,15.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,1080000.0,23.0,1.0,1.0,1474.0,167.28109546606595,11925.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,702500.0,23.0,1.0,1.0,864.0,167.28109546606595,11925.0,52.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2,505000.0,23.0,1.0,1.0,297.0,81.92271186440678,2985.0,52.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,766000.0,23.0,2.0,2.0,507.0,128.0,2985.0,62.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,370000.0,24.7,1.0,1.0,135.0,81.92271186440678,10894.0,32.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2,488000.0,24.7,1.0,1.0,414.0,167.28109546606595,10894.0,52.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4,1680000.0,7.9,2.0,1.0,254.0,172.0,892.0,27.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3,475000.0,18.0,2.0,2.0,358.0,106.0,2898.0,32.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,898000.0,21.8,3.0,2.0,705.0,167.28109546606595,4258.0,10.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
3,815000.0,21.8,2.0,3.0,790.0,135.0,4258.0,42.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6,615000.0,27.7,3.0,1.0,850.0,254.0,1184.0,42.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,915000.0,22.2,2.0,2.0,649.0,167.28109546606595,3940.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3,736000.0,22.2,1.0,1.0,545.0,167.28109546606595,3940.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1328000.0,16.1,3.0,3.0,785.0,252.0,4790.0,42.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,1300000.0,1.3,2.0,1.0,997.0,92.0,3040.0,21.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4,762000.0,18.0,2.0,2.0,573.0,180.0,6990.0,42.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,925000.0,18.0,1.0,2.0,1027.0,167.28109546606595,6990.0,52.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3,900000.0,18.0,2.0,2.0,812.0,129.0,2346.0,42.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1,559000.0,7.2,1.0,1.0,0.0,81.92271186440678,8989.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1225000.0,7.2,2.0,2.0,0.0,136.74614022988504,8989.0,14.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,520000.0,7.2,1.0,1.0,3256.0,74.0,8989.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,550000.0,19.6,2.0,2.0,400.0,167.28109546606595,10926.0,11.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,561000.0,19.6,1.0,1.0,518.0,167.28109546606595,10926.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,556000.0,19.6,1.0,1.0,525.0,167.28109546606595,10926.0,42.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,441000.0,19.6,2.0,1.0,210.0,167.28109546606595,10926.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,552000.0,19.6,1.0,2.0,549.0,167.28109546606595,10926.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,2165000.0,7.5,2.0,3.0,951.0,238.0,9264.0,92.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1280000.0,7.5,1.0,1.0,512.0,167.28109546606595,9264.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1165000.0,7.5,1.0,1.0,590.0,167.28109546606595,9264.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,1500000.0,7.5,2.0,2.0,465.0,148.0,9264.0,82.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,515000.0,13.1,1.0,1.0,173.0,167.28109546606595,5070.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,904000.0,24.8,1.0,3.0,1014.0,167.28109546606595,10788.0,52.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,545000.0,2.1,1.0,1.0,1730.0,60.0,5825.0,11.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1705000.0,3.6,1.0,1.0,139.0,116.0,6244.0,122.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,850250.0,3.6,2.0,1.0,6712.0,81.92271186440678,6244.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1220000.0,3.4,1.0,1.0,293.0,104.0,3593.0,122.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,455000.0,5.1,1.0,1.0,0.0,62.0,7570.0,7.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,575000.0,5.1,2.0,1.0,88.0,94.5,7570.0,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,360000.0,15.4,1.0,1.0,76.0,167.28109546606595,4385.0,52.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3,610000.0,38.0,2.0,1.0,654.0,167.28109546606595,17055.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3,775000.0,45.9,2.0,4.0,1290.0,231.0,3376.0,34.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3,629000.0,12.9,1.0,2.0,552.0,136.0,3285.0,42.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,452500.0,12.9,1.0,1.0,259.0,167.28109546606595,3285.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,839000.0,7.3,1.0,1.0,97.0,81.92271186440678,10412.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1690000.0,7.3,1.0,2.0,625.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4,2165000.0,7.3,3.0,2.0,409.0,255.0,10412.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5,2215000.0,7.3,2.0,2.0,847.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,851000.0,7.3,1.0,1.0,100.0,87.0,10412.0,62.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1910000.0,7.3,2.0,1.0,348.0,167.28109546606595,10412.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1311000.0,16.7,2.0,1.0,853.0,28.0,15321.0,50.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,565000.0,11.2,1.0,2.0,193.0,105.0,8870.0,27.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,714000.0,16.1,1.0,1.0,594.0,95.0,8524.0,29.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,815000.0,16.1,2.0,2.0,609.0,168.0,8524.0,42.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1345000.0,13.8,1.0,1.0,587.0,131.0,2356.0,72.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2,630000.0,5.3,2.0,2.0,0.0,81.92271186440678,11308.0,52.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,420000.0,5.3,1.0,1.0,0.0,47.0,11308.0,18.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,1857000.0,5.3,1.0,1.0,230.0,116.65,11308.0,132.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1910000.0,5.3,2.0,2.0,242.0,165.0,11308.0,32.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1485000.0,5.3,2.0,2.0,0.0,139.0,11308.0,47.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,505000.0,6.2,1.0,1.0,0.0,52.0,6482.0,62.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,595000.0,6.2,1.0,1.0,0.0,81.92271186440678,6482.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,1031000.0,21.3,2.0,1.0,1060.0,167.28109546606595,3794.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1040000.0,21.3,1.0,1.0,756.0,167.28109546606595,3794.0,61.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,912000.0,21.3,2.0,2.0,471.0,144.0,3794.0,57.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1250000.0,8.9,1.0,1.0,668.0,167.28109546606595,2890.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,680000.0,8.8,1.0,1.0,544.0,167.28109546606595,2947.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,810000.0,8.8,1.0,3.0,619.0,167.28109546606595,2947.0,82.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,463000.0,8.8,1.0,1.0,90.0,81.92271186440678,2674.0,52.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3,1242000.0,16.0,1.0,2.0,700.0,167.28109546606595,4794.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,677500.0,16.0,1.0,1.0,130.0,81.92271186440678,4794.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4,580000.0,18.0,2.0,2.0,600.0,174.0,5556.0,20.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,540000.0,18.4,2.0,2.0,650.0,167.28109546606595,13830.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,516000.0,18.4,1.0,1.0,537.0,167.28109546606595,13830.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5,790000.0,26.1,2.0,2.0,1034.0,225.0,1345.0,37.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3,550000.0,14.0,1.0,2.0,704.0,94.0,851.0,72.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4,1022000.0,11.7,2.0,2.0,284.0,136.74614022988504,5629.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,850000.0,11.7,1.0,1.0,597.0,167.28109546606595,5629.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,518500.0,11.7,1.0,1.0,165.0,136.74614022988504,5629.0,52.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,1225000.0,3.4,2.0,2.0,223.0,122.0,5263.0,82.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,802000.0,5.4,1.0,1.0,0.0,81.92271186440678,10331.0,52.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1007000.0,5.4,2.0,1.0,0.0,114.0,10331.0,45.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,1840000.0,7.3,2.0,2.0,697.0,167.28109546606595,2671.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,688000.0,25.2,2.0,1.0,240.0,136.74614022988504,8459.0,52.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3,900000.0,6.4,1.0,1.0,275.0,11.0,1808.0,86.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,345000.0,31.7,1.0,1.0,651.0,150.0,3553.0,22.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3,570000.0,16.3,1.0,2.0,525.0,167.28109546606595,8279.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,642500.0,6.4,2.0,1.0,126.0,95.0,3873.0,7.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,755000.0,6.4,2.0,2.0,0.0,167.28109546606595,3873.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1650000.0,5.9,1.0,2.0,354.0,117.0,4675.0,142.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1200000.0,4.3,2.0,2.0,352.0,204.0,4918.0,25.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,940000.0,4.3,2.0,2.0,366.0,183.84,4918.0,10.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,1200000.0,11.4,1.0,2.0,397.0,96.0,2397.0,82.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4,600000.0,31.7,2.0,2.0,935.0,210.0,6065.0,17.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,2025000.0,20.0,2.0,2.0,408.0,274.0,6162.0,12.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4,630000.0,25.9,2.0,2.0,475.0,220.0,5812.0,10.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1071000.0,17.2,1.0,2.0,684.0,167.28109546606595,6871.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,973000.0,17.2,2.0,2.0,323.0,136.74614022988504,6871.0,52.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3,881100.0,16.2,2.0,4.0,786.0,167.28109546606595,3891.0,62.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2,1060000.0,6.2,1.0,1.0,283.0,167.28109546606595,6232.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,930000.0,26.5,1.0,4.0,905.0,167.28109546606595,8280.0,52.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4,1800000.0,21.5,2.0,2.0,656.0,303.0,3650.0,72.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4,1440000.0,21.5,2.0,2.0,695.0,167.28109546606595,3650.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3,900000.0,14.2,2.0,2.0,344.0,3.0,13366.0,22.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2,730000.0,14.2,1.0,1.0,292.0,81.92271186440678,13366.0,52.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4,1001000.0,18.8,2.0,7.0,771.0,167.28109546606595,7113.0,52.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4,655000.0,34.1,2.0,2.0,638.0,167.28109546606595,9376.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3,730000.0,6.2,2.0,2.0,200.0,126.7,5498.0,17.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,1195000.0,6.2,2.0,2.0,358.0,167.28109546606595,5498.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,923000.0,6.2,2.0,2.0,224.0,167.28109546606595,5498.0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,600000.0,6.2,1.0,1.0,163.0,81.92271186440678,5498.0,32.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3,1230000.0,10.4,2.0,1.0,324.0,207.0,2291.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,1475000.0,1.8,2.0,1.0,137.0,167.28109546606595,6821.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1225000.0,5.3,1.0,2.0,260.0,167.28109546606595,11364.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1955000.0,5.3,2.0,1.0,5.0,167.28109546606595,11364.0,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1310000.0,15.4,1.0,2.0,717.0,167.28109546606595,4973.0,52.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4,1415000.0,12.3,2.0,3.0,588.0,167.28109546606595,3224.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,601000.0,15.5,1.0,1.0,0.0,62.0,3692.0,42.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,370000.0,11.4,1.0,1.0,2029.0,54.0,3578.0,13.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3,1051000.0,21.5,2.0,2.0,597.0,167.28109546606595,5087.0,52.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3,1206000.0,21.5,2.0,2.0,300.0,136.74614022988504,5087.0,52.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3,900000.0,8.5,2.0,1.0,0.0,149.0,7485.0,8.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,940000.0,8.5,1.0,2.0,587.0,167.28109546606595,7485.0,52.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,257500.0,8.5,1.0,1.0,0.0,35.0,7485.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1,257500.0,8.5,1.0,1.0,995.0,35.0,7485.0,52.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3,1114000.0,8.5,2.0,2.0,256.0,190.0,7485.0,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3,520000.0,14.7,2.0,2.0,312.0,185.0,15542.0,8.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,715000.0,14.7,2.0,2.0,630.0,167.28109546606595,15542.0,16.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1480000.0,3.5,2.0,2.0,0.0,81.92271186440678,8648.0,22.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,760000.0,3.5,2.0,1.0,0.0,77.0,8648.0,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2,1250000.0,4.6,1.0,1.0,192.0,100.0,7717.0,112.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1310000.0,4.6,2.0,1.0,78.0,167.28109546606595,7717.0,52.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
